# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
SRA_metagenome_name,G36386,G48796,G48780,G36390,G36356,G36387,G48804,G48815,G36378,G36381,G36379,G72672,G48799,G48823,G36351,G72717,G36371,G36380,G72673,G72674,G36368,G36369,G72718,G72675,G72719,G72720,G72721,G72722,G72723,G72724,G72725,G36348,G72726,G72676,G72727,G72733,G72734,G72728,G72729,G72735,G72730,G72731,G36382,G36349,G36374,G36350,G72732,G36347,G36383,G36370,G72677,G72678,G72679,G72680,G36389,G48787,G36384,G48781,G48798,G48783,G36385,G36392,G36357,G36372,G48827,G72681,G72682,G72683,G36354,G72684,G36352,G72685,G36365,G36353,G36355,G72686,G36394,G36366,G36358,G72687,G72688,G72689,G72690,G72691,G36360,G36361,G35127,G36359,G36362,G48806,G36367,G35128,G72714,G36363,G36395,G72692,G36375,G72693,G36396,G72694,G35152,G72715,G72695,G72696,G48791,G48784,G48840,G48805,G48820,G48777,G48789,G48786,G48792,G48790,G48831,G48793,G48794,G48795,G48826,G48802,G48808,G72716,G48807,G72697,G48810,G48817,G48812,G48814,G48819,G48841,G48822,G48821,G48842,G48839,G72698,G48832,G48838,G48836,G72671,G72699,G72670,G72701,G72702,G72703,G72704,G72705,G72713,G72706,G72708,G72709,G72710,G72711,G72712,G72736,G72737,G83321,G83168,G83192,G82952,G82627,G83955,G83885,G84147,G83001,G83234,G82738,G83335,G82708,G83327,G82698,G83913,G82666,G82589,G82786,G83901,G83831,G84104,G85420,G85171,G85128,G85127,G85384,G85185,G85117,G85182,G85404,G85246,G85364,G85199,G85379,G85129,G85089,G85161,G85315,G85361,G85165,G85245,G85291,G85408,G85226,G85180,G85387,G85230,G85401,G85373,G85163,G85369,G85385,G85213,G85181,G85257,G85419,G85340,G85418,G85122,G85136,G85405,G85166,G85210,G85342
Ruminococcus_torques,0.0027952,0.0055412,0.0032733,0.0432725,0.0106548,0.0028423,0.0163758,0.0660652,0.0040525,0.0152084,0.0027559,0.0087407,0.0094867,0.0198866,0.0090932,0.0285566,0.0686544,0.0018751,0.0046327,0.0538544,0.131078,0.0093789,0.0118953,0.0148044,0.0207883,0.0061829,0.0232079,0.0621701,0.0295431,0.146507,0.0517745,0.0102546,0.0139995,0.0047422,0.0294049,0.0072046,0.0334011,0.0236446,0.0147957,0.0116741,0.0243178,0.0061225,0.0010402,0.0139896,0.0005115,0.0426625,0.0063203,0.0002172,0.0056746,0.0018959,0.0375298,0.0299909,0.0304928,0.0078672,0.0025874,0.0517753,0.00124,0.0151196,0.0106911,0.0106358,0,0.0111252,0.013626,0.0333656,0.0022337,0.0159989,0.012832,0.0023341,0.0074401,0.0985609,0.0702147,0.0180792,0.0155763,0.005577,0.0051828,0,0.0536687,0.0668463,0.0397661,0,0.0184567,0.0718981,0.0299725,0.0018434,0.0031779,0.0009103,0.0052756,0.0016146,0.100866,0.0002373,0.0077075,0.0154303,0.0958541,0.0143623,0.0220679,0.0046436,0.181038,0.0217436,0,0.0018656,0.0145667,0.0096683,0.0048741,0.0023862,0.0136859,0.0033371,0.0050154,0.0000757,0.0301133,0.0147363,0.0141906,0.0026063,0.0082841,0.0129252,0.0036974,0.01867,0.0049114,0.144108,0.0338943,0.0041708,0.0233497,0.0054213,0.0047913,0.0022933,0.0044971,0.0199322,0.0031307,0.0029379,0.0000523,0.0115652,0.0038725,0.0169518,0.0056321,0.0152037,0,0.0040949,0.002603,0.0006398,0.0226674,0.0337624,0.0008351,0.0109565,0.028356,0.0035678,0.0161591,0.0424732,0.028036,0.0049879,0.0066964,0.0058279,0.0011541,0.0042987,0.007243,0.0295037,0.0399519,0.0080636,0.0187912,0.0115369,0.005576,0.0183968,0.0145664,0.0301618,0.0811151,0.0079113,0.0284081,0.0484936,0.0138032,0.0182632,0.0073146,0.0413915,0.0258271,0.0113138,0.0043579,0.121957,0.0096731,0.0098807,0.0493248,0.0234824,0.0250494,0.0053427,0.0170442,0.0299824,0.0107996,0.0662737,0.0055186,0.0084339,0.0032895,0.0032171,0.0111007,0.0123417,0.0056413,0.0107553,0.0500616,0,0.0057379,0.0053896,0.0129481,0.0091093,0.0974691,0.0083677,0.0109311,0.109074,0.0064638,0.0056983,0.0051388,0.170972,0.022215,0.0051876,0.0357011,0.0342684,0.0030981,0.307319,0.263185,0.0415202,0.0002901,0.016744,0.0929245,0.0263856,0.0180441,0.0159347
Coprococcus_catus,0,0.001867,0,0,0,0,0,0.0021584,0,0,0,0,0.0013227,0,0.0027125,0.0063567,0.0030113,0,0,0.003404,0,0,0.0032643,0.0028281,0.0066167,0.0017256,0,0.0041361,0.0005827,0,0.0031815,0,0.0020569,0.0019366,0.0029462,0.002505,0,0.004003,0.0025973,0.0037793,0,0.0036195,0,0,0,0,0.0023054,0,0,0,0,0.0023998,0,0.0084628,0,0.0016257,0,0,0.0058509,0.00471,0,0,0,0,0,0.0028189,0,0.0040527,0,0,0,0,0,0,0.0004014,0,0,0,0,0,0.0066707,0,0.0024773,0.0028964,0,0,0,0,0,0,0,0.0045034,0,0,0,0.0161955,0,0.0035639,0,0,0,0.0030145,0.0012553,0,0.0001695,0,0,0,0,0,0.0047869,0,0.0029966,0.0077868,0.0013522,0.0027717,0.0026119,0,0.0032936,0.0012165,0.0007054,0,0.000778,0,0.0030136,0,0,0,0,0,0,0,0.0007127,0,0,0,0,0,0.0008009,0,0,0.0034471,0.0004666,0,0,0.0014956,0,0,0.0033524,0,0.0007617,0,0.0002822,0.0048995,0,0.0074306,0.0016548,0,0.003812,0,0.0075874,0.0073125,0.0101095,0.0038632,0.0101536,0.0040188,0.0079534,0.0050243,0,0.007055,0.00857,0.0068182,0.0076901,0,0.0026492,0.007437,0.0030903,0.0012889,0.0066483,0,0.0112726,0.0045461,0,0,0,0,0.0078478,0.019598,0,0.0273692,0.0020644,0.008595,0.0188135,0,0.0013604,0.001002,0,0.0014365,0.0026677,0,0,0.0122855,0.0087802,0,0,0,0,0.0012695,0.0071947,0.0073359,0.0085602,0,0,0.0070383,0,0,0.006143,0.0077351,0,0.0055138
Coprococcus_comes,0,0.0215644,0.0020814,0,0,0,0.0000091,0.0042109,0,0,0.0069435,0.021029,0.016053,0.0000041,0.0106746,0.0253507,0.0155792,0,0,0,0.0070828,0.0424258,0.0091424,0.0187894,0.0019219,0,0.0071814,0.0192459,0.020246,0,0.0244113,0,0.0073174,0.0136158,0.0119742,0.0192738,0.0418088,0.0144338,0.0105522,0.0130144,0.0659707,0.0096701,0,0,0,0.0003707,0.00701,0,0,0,0.0319018,0,0,0.0084962,0,0.0044717,0,0.0000024,0.0104031,0.0052344,0,0,0.0403019,0.130869,0,0.0156767,0.0051334,0.0002041,0,0,0.0254959,0,0,0.0036435,0.0052365,0,0,0,0,0,0.0244468,0,0.0066564,0.0399966,0,0,0,0,0,0.0000386,0.001992,0.022855,0.0277225,0,0.0188033,0.0448444,0.0529507,0.0150532,0,0,0,0.0020619,0.0162904,0.0166961,0.0058138,0,0.0087527,0.0000073,0,0,0.0084321,0,0.0184236,0.0198157,0.0179209,0.0197767,0.007084,0.0000026,0.0153967,0.0000012,0.005525,0,0.0097905,0,0.0029361,0,0.0277098,0.000007,0,0,0,0.0000007,0.0000038,0.0000024,0,0,0.000001,0,0.0119362,0,0,0.012016,0,0.0085871,0,0.012286,0.0057009,0,0,0,0.0089122,0,0.0020385,0.009283,0.0280614,0.0075145,0.0215709,0,0.0102135,0.0133195,0.0172119,0.0334936,0.0098236,0.0191908,0.0180054,0.0303104,0.0277199,0.010423,0.0323228,0.0328509,0.0007104,0.0187,0.0042422,0.0372014,0.0149681,0.0129644,0.0383388,0.019418,0.0273084,0.0439296,0.0165754,0.0123254,0,0.0283792,0,0,0.0175127,0.0593195,0.0052134,0.0097862,0.030143,0.0279172,0,0,0.0278308,0,0,0.0122108,0,0,0,0,0.0020048,0.000012,0.0055112,0.0011869,0.0337724,0.001155,0,0.0026998,0.0297691,0,0.0168028,0,0,0,0.0147283,0,0,0
Coprococcus_sp_ART55_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066697,0,0,0,0,0,0,0.0750447,0,0.0639737,0,0,0,0,0.0560552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077363,0,0,0.0211898,0,0.0124023,0,0,0,0.0145936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054605,0,0,0,0.0286459,0,0,0,0,0,0,0,0,0.118698,0,0,0.023144,0,0,0.0030076,0,0.0337224,0,0.019867,0,0,0,0.0033307,0,0.0159265,0,0,0.0207234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004308,0,0,0,0,0,0
Dorea_formicigenerans,0.0018759,0.0043679,0,0.001145,0,0,0,0,0.0081386,0,0.0073512,0.0002428,0,0.000001,0.0023995,0.0151721,0.0092839,0,0.0333554,0.0060491,0.0437355,0,0.009128,0.0054004,0.0064992,0.0195876,0.010243,0.0343118,0.0074139,0.0053095,0.0068364,0.0087938,0.0090583,0.0100275,0.0024695,0.0060145,0.0087382,0.0107368,0.0097079,0.0050134,0.0109181,0.0050417,0,0,0,0.0180051,0.0146321,0,0,0,0,0.0018348,0,0.0230733,0,0.0044153,0,0.0154599,0.0036166,0.0066883,0,0,0,0.0203943,0,0.0024639,0.0037483,0.0129616,0,0,0.0024382,0,0,0.002127,0.0097609,0,0.0057795,0,0,0,0.0081178,0,0.0086642,0.0006026,0,0,0,0,0,0,0.0099226,0.0028105,0.0213523,0,0.0413805,0.0052991,0,0.0055878,0,0,0,0.0070849,0,0,0.0036878,0.0083597,0.0043497,0,0,0,0.0032882,0,0.0101606,0.004561,0.0128224,0.0062188,0.0030832,0.000001,0.0015134,0.0021647,0.0072341,0.0018864,0.004044,0.0190166,0,0.0012188,0,0.0000053,0,0,0,0,0.0000585,0,0,0,0,0,0.0064025,0,0.0160742,0.0021446,0.0203563,0.0037017,0,0.0028323,0,0.0058018,0.0205214,0,0.0059177,0,0.0052713,0.0144578,0,0.0084862,0,0,0.0063409,0.0079877,0.0107975,0.020718,0.0021716,0.0082625,0.0170388,0.0078301,0.0142997,0.0064476,0.0085624,0.0199485,0.0010998,0.0185306,0.0086289,0.0047321,0.0062214,0.0043427,0.0136909,0.004007,0.0085105,0,0.0119172,0.0049381,0.0307695,0.0247254,0.0086267,0,0.0059583,0.0030983,0.011765,0.0007145,0,0.0045782,0.0210968,0,0.0086887,0.0074755,0.0241818,0.0121964,0.0001668,0,0,0.0151548,0.0120186,0.0272344,0.0264296,0.0437012,0.0032471,0.0070223,0,0.0126955,0.0124811,0,0,0,0.0193456,0,0.0183974,0.0330583,0.0105995,0.0200882
Dorea_longicatena,0,0.0189101,0.0166713,0.0339561,0.0430486,0,0.0000097,0.0000139,0.0291235,0.0000192,0.0000055,0,0.0124028,0.0598676,0,0.0536637,0.0068677,0.057399,0.0529186,0.0248686,0.016136,0.0000048,0.0126371,0.0138456,0.0201951,0.0080142,0.00387,0.0206139,0.0323639,0.0369453,0.0170166,0,0.0005511,0.0269225,0.0117067,0.0049175,0.0387024,0.0334178,0.0163996,0.0189704,0.0117063,0.0168849,0.0088741,0.0000056,0,0.000014,0.0357656,0,0.0000199,0,0.0137975,0.0290784,0,0.0031204,0,0.0000243,0.0000463,0.0651854,0.0215353,0.0082866,0,0.098996,0,0.0000133,0,0.0180089,0.0052701,0.0122301,0,0,0.120573,0,0,0.0014405,0.0131919,0,0.0000116,0,0,0,0.0199157,0,0.0159408,0.0000246,0,0,0,0,0,0.0000622,0.078419,0.0496353,0.202399,0,0.0255788,0.0031979,0.0125299,0.0099839,0,0,0,0.0142855,0.0027916,0.0199627,0.0083734,0.0173871,0.0000117,0.0000245,0.0000132,0.0000179,0.0127695,0,0.073265,0.0123792,0.0056267,0.0165712,0.0015627,0.0000217,0.0213552,0,0.011489,0.0066356,0.006717,0.015765,0.0000086,0.0000076,0.058005,0.0024475,0.0000028,0.0000034,0.0000029,0.0000036,0.002394,0.0000007,0,0,0.000014,0.0000111,0.0276299,0,0,0.0005315,0.0043498,0.0011451,0,0,0,0.0022792,0.0053708,0,0.004046,0,0.0042815,0.012468,0.0030508,0.0197114,0.0053279,0.0141953,0.0037379,0.0053122,0.0377917,0.00862,0.0058477,0.0096412,0.0255254,0.0650307,0.0570034,0.0151377,0.0277789,0.073384,0.012976,0.0255645,0.0462954,0.0777876,0.0277069,0.0056214,0.038459,0.0166257,0.0527963,0,0.009688,0.0303589,0.0910995,0.0044625,0,0,0.0075514,0.0134807,0,0,0,0.0052728,0,0,0.0158587,0.0190711,0.0397318,0.0062157,0.000638,0,0,0,0.0285229,0.0108581,0.0072504,0.0291378,0.0112934,0.0166096,0.0069216,0.0089975,0.0336965,0,0,0.0829561,0,0,0,0.0398562,0.034189,0
Dorea_unclassified,0,0,0,0,0,0.0003346,0.0000392,0.0000804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00004,0,0,0,0.0000165,0,0.0000422,0,0,0.0006812,0,0,0,0.0001992,0,0,0,0.0000085,0,0.0136454,0,0,0,0,0,0,0.0013196,0,0,0.0000471,0,0,0,0,0,0,0,0,0,0,0,0.0004715,0,0.0001432,0.000443,0,0.0000324,0,0,0,0.0003095,0,0.0105989,0,0,0,0,0.0013543,0,0,0,0,0,0,0,0,0,0,0.0000723,0,0,0,0,0,0,0,0,0,0,0,0,0.0011576,0,0,0.0012607,0,0.0001028,0.0000056,0.0002047,0.0005749,0,0,0.000016,0.0000176,0.0000803,0,0,0,0,0,0,0.0001574,0,0.0001363,0,0,0.0000319,0,0.0001049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119637,0,0,0,0,0,0,0,0,0,0.0007931,0.0001263,0,0,0,0,0,0,0,0.0014128,0,0.0016222,0,0,0,0,0,0,0,0.0075088,0,0,0.0013349,0,0,0,0.0016393,0,0,0,0
Lachnospiraceae_bacterium_1_1_57FAA,0.0003788,0.0000916,0.0201176,0,0,0,0.0000136,0.005863,0,0.0082076,0.0008433,0.138772,0,0.0203305,0,0,0.0032504,0.0000348,0,0,0.0505168,0,0.0008407,0.003255,0,0,0,0,0.0008405,0,0,0,0.0001807,0.000386,0,0,0.0100498,0.034028,0.000549,0.0004175,0,0,0.0001091,0.0042312,0,0,0.0001472,0,0.0003702,0,0,0.0487958,0,0.0009436,0,0.119775,0,0.0090148,0.0036018,0.0001567,0,0.0030015,0,0.0048607,0.0024753,0,0.0034182,0.0002248,0,0.0040576,0.0041868,0,0.0027852,0,0.001282,0,0,0,0,0,0.0105064,0.0079897,0,0.0000607,0.0002354,0,0.0008595,0,0,0.0001974,0,0.0049514,0,0,0,0,0,0,0,0.0000762,0.001444,0,0,0.0006446,0.0005354,0.217233,0.0005271,0.0000147,0.0001709,0.0893387,0.0004846,0.0000248,0,0,0.0001206,0,0,0,0,0.0129886,0,0.0199444,0.0000482,0,0,0,0,0.0001211,0.0000096,0.0079685,0.0004037,0,0.0001065,0.0133228,0,0.0010063,0,0,0.0005383,0,0,0.0166066,0,0,0,0.0008847,0,0,0.0017284,0,0,0.0007466,0,0,0.0018675,0.0001385,0,0.0000758,0.0017422,0,0,0,0.00608,0.0029371,0.0013655,0,0.0073821,0.0047598,0.0013158,0,0.0051107,0,0,0,0,0.0029825,0.0022611,0.0668423,0,0.0028833,0,0,0.0003019,0.0063127,0.0013337,0.0046401,0,0.0001604,0.0372846,0.0001152,0.196011,0,0.0051019,0,0.125436,0.0030814,0,0.0221222,0.0016723,0,0.0557662,0.0201168,0.0094454,0.0007633,0.0001469,0.0015437,0.0032969,0,0.0071978,0.0066336,0.0012147,0,0,0.0047038,0,0.0038993,0.0048818,0.0401631,0.0025504,0.0009957
Lachnospiraceae_bacterium_1_4_56FAA,0.0146055,0.0004812,0.0000626,0.0002507,0.0050272,0,0,0.0026777,0.0038749,0.0088918,0.0006453,0.0008026,0.0008421,0.0005899,0.0003257,0,0.0050258,0.0026034,0.0101026,0.0037674,0,0.0001914,0,0.0008126,0,0.0024256,0,0.0013084,0,0.0005014,0,0,0,0,0.000122,0,0.0005939,0,0.0003558,0,0.0114885,0,0,0.0000022,0,0,0,0,0,0,0,0.0007377,0,0.0022385,0,0.0060178,0,0.0136247,0.0002292,0.0000349,0,0.0055401,0,0,0.0017042,0,0.0004222,0,0,0.0077767,0.0039821,0,0.0021198,0.0012883,0.0005052,0,0.0016451,0.0044992,0.0042023,0,0.0005642,0,0.0012045,0.0002722,0,0,0,0,0.0049091,0,0,0.0001151,0.0003918,0,0.0046282,0,0,0,0,0.0007441,0,0,0.0003347,0.0002619,0.000284,0.0023348,0.000136,0,0,0.0017217,0.0000476,0,0,0,0.0017362,0,0,0.0158927,0.0018465,0.0000775,0,0,0.0006291,0.004694,0,0,0.0012869,0,0,0,0,0,0.0000321,0.0012628,0,0,0.0026284,0,0.0004855,0.0001532,0,0.0001621,0.0004751,0.0003889,0,0,0,0.0002122,0,0,0,0,0.0001174,0.0027186,0.0015649,0,0,0,0,0.0001977,0,0,0,0,0.0001094,0,0.0001143,0,0,0,0,0,0,0,0,0,0,0.0000859,0.0011896,0,0,0,0.0008301,0.0012551,0,0,0,0,0.001223,0,0,0,0.004114,0,0,0.0000482,0.0002281,0.0012722,0,0,0,0,0,0.0003295,0.0001073,0.0132562,0.0001948,0,0.0026339,0,0,0.0285597,0.0044778,0,0,0,0.0015477,0.0012068,0.0006071,0
Lachnospiraceae_bacterium_2_1_58FAA,0.0000234,0.0003049,0.0000133,0,0.0000788,0.0141434,0,0.0054765,0,0.003573,0,0.0004356,0.0000572,0.0000056,0,0,0,0.0007078,0.0006162,0.0036669,0.0001116,0.0005702,0.0008259,0.0010103,0.0001667,0,0.0018663,0.0004953,0.0000359,0.0010007,0,0.0099955,0,0.0005446,0.0020142,0,0.003991,0.0001674,0.0051399,0.000063,0,0,0.0001139,0.0000807,0,0,0.0008801,0,0,0.0000042,0,0.0000478,0.0000215,0,0.0023288,0.0000702,0.0000232,0.0000104,0.0002054,0.0000326,0,0.0000561,0.0123356,0.0116239,0.0022099,0,0,0,0,0,0,0,0,0,0.0010046,0,0.0004648,0.0000329,0.0098183,0,0,0.0004541,0.0009553,0.0000318,0,0.0123713,0.0000109,0,0.000291,0.017032,0.0000805,0,0.0001364,0.0137951,0.0000107,0.0008273,0,0,0,0.0002729,0,0,0,0,0.0000068,0.0028664,0,0,0.0171574,0.0000177,0.0000907,0,0.0001199,0.0000239,0,0.0000575,0.0000209,0.0192261,0.0000249,0,0,0.000107,0.0007309,0,0.0004149,0,0,0.0000318,0,0.0000022,0,0,0.0000026,0.0026433,0,0.0074283,0,0.0000076,0,0.015559,0.0002142,0.0001354,0,0,0,0.0002793,0.0000956,0,0,0,0,0.0002834,0.00009,0,0.0097881,0,0.0010912,0,0,0.0000076,0,0,0,0,0,0.0011647,0,0.0001493,0,0,0,0,0,0.0002706,0,0,0,0,0,0.0013517,0,0,0.0017731,0.0004581,0,0,0,0,0.0020582,0,0.0000654,0,0.0090625,0,0,0,0,0.0001227,0,0.0007622,0,0.0028964,0,0,0,0.0024407,0,0,0.0003443,0,0,0,0,0,0,0,0,0,0,0.0014197
Lachnospiraceae_bacterium_3_1_46FAA,0,0.0000074,0.0004446,0.0000229,0.0001245,0,0,0.0000153,0.0019072,0.0185128,0,0.003861,0.000464,0.0029353,0.0015331,0.0056677,0.0003465,0,0.0031721,0.0025356,0.008869,0.0000159,0.0021427,0.0030646,0.0000424,0.0002479,0.0023649,0.0005101,0.0035804,0.000085,0.0087076,0,0.0013399,0.0000036,0.0007066,0.0000711,0.0258923,0.0007077,0.0000131,0.0016311,0.0000482,0.0025684,0,0.0026216,0,0,0.012563,0,0,0,0.001378,0.0000923,0,0,0,0.0065152,0,0.006483,0.0005934,0.0001043,0,0,0,0.0038171,0.0000021,0.0004814,0.0019775,0.0000652,0,0,0.0193273,0,0.002988,0.0014335,0.0005927,0,0.0018142,0,0.0001255,0,0.0016801,0.0031479,0.0019921,0,0.0038364,0,0,0,0.0005609,0,0.0051745,0.0010388,0.0134883,0.0072095,0.0023451,0.0028833,0.0000564,0.0031577,0,0,0,0.0003571,0.0064732,0.0004204,0.0032648,0.0000609,0.0014213,0.0000074,0,0.0001032,0.000843,0,0,0.0008104,0.0015134,0,0.0014132,0.001761,0.0029228,0.0008023,0.0000314,0.0008598,0.0025731,0,0.0012432,0.0035779,0,0,0,0.0000021,0,0,0.0009337,0.0011466,0,0,0.0002082,0,0.0034113,0,0.0000212,0.0066471,0.000092,0.0000073,0,0.0011242,0,0.0017694,0.0018675,0,0,0,0.000098,0.0056743,0,0,0.0005504,0,0.00077,0.0004455,0.0023361,0.0005992,0.001261,0,0.0002501,0.0056334,0.001041,0.0036276,0,0.0038552,0.0033396,0.0000604,0.0032192,0.0104741,0.0004967,0.0005435,0.0008275,0.0003606,0.0092107,0,0.0016148,0.0003263,0.0001124,0.0002404,0,0,0.0000916,0.0001464,0,0.0006721,0.0002498,0,0.0030424,0,0.0038904,0,0,0.0002389,0.0024758,0,0,0.0000468,0.0002353,0.0008265,0,0.0047862,0.0003938,0.0000221,0.0027777,0.0022725,0.014456,0,0.0019687,0.0070793,0,0,0.0043777,0.0030731,0.0075407,0.0000322
Lachnospiraceae_bacterium_3_1_57FAA_CT1,0.0010587,0,0,0,0,0,0,0.0000562,0,0,0,0.0006955,0.0000945,0.0008468,0,0.000296,0.000463,0,0,0,0,0,0.0000238,0,0.0005223,0.000772,0.0012847,0.0001656,0.0000577,0.0002543,0.0000248,0,0.0001209,0,0,0.0001908,0,0,0.0000729,0.0000071,0.0001901,0,0,0.0205534,0,0,0,0,0,0,0,0.0005382,0,0.0000177,0,0.0001129,0,0,0.0001906,0.0000272,0,0.0001484,0.0005629,0.0005301,0.0001148,0.0000379,0.0003514,0.000162,0,0,0,0,0.0006667,0.0005917,0,0,0,0,0,0,0.0002272,0,0.0006185,0.0029772,0,0,0,0,0,0,0,0.0001506,0,0,0,0,0.0217205,0.0027459,0,0,0,0,0,0.0001168,0.0001398,0,0,0,0,0,0.0000272,0,0,0,0.0002276,0,0.0003867,0.0002139,0.000164,0.0000267,0,0,0,0,0,0.0000856,0.0002466,0,0,0,0,0,0,0.0001976,0.0002179,0,0.0014584,0,0.0003306,0.0000617,0,0,0,0.0000519,0,0.0020305,0.0018462,0.0000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
